,省份,日期,住院人数
964,安徽,2020-02-14,129
965,安徽,2020-02-15,125
966,安徽,2020-02-16,121
967,安徽,2020-02-17,122
968,安徽,2020-02-18,101
969,安徽,2020-02-19,97
970,安徽,2020-02-20,87
971,安徽,2020-02-21,76
972,安徽,2020-02-22,72
973,安徽,2020-02-23,70
974,安徽,2020-02-24,54
975,安徽,2020-02-25,46
976,安徽,2020-02-26,38
977,安徽,2020-02-27,35
978,安徽,2020-02-28,33
979,安徽,2020-02-29,30
980,安徽,2020-03-01,26
981,安徽,2020-03-02,20
982,安徽,2020-03-03,16
983,安徽,2020-03-05,8
984,安徽,2020-03-06,4
985,安徽,2020-03-07,2
986,安徽,2020-03-08,0
987,天津,2020-01-21,1
988,天津,2020-01-24,2
989,天津,2020-01-27,5
990,天津,2020-02-01,6
991,天津,2020-02-02,9
992,天津,2020-02-04,9
993,天津,2020-02-10,8
994,天津,2020-02-11,10
995,天津,2020-02-13,9
996,天津,2020-02-14,8
997,天津,2020-02-15,6
998,天津,2020-02-16,7
999,天津,2020-02-20,6
1000,天津,2020-02-23,4
1001,天津,2020-02-24,3
1002,天津,2020-03-01,1
1003,天津,2020-03-03,0
1004,云南,2020-01-21,1
1005,云南,2020-01-23,2
1006,云南,2020-01-24,3
1007,云南,2020-01-25,4
1008,云南,2020-01-26,7
1009,云南,2020-01-27,12
1010,云南,2020-01-28,15
1011,云南,2020-01-29,21
1012,云南,2020-01-30,24
1013,云南,2020-01-31,30
1014,云南,2020-02-01,31
1015,云南,2020-02-02,32
1016,云南,2020-02-03,34
1017,云南,2020-02-05,37
1018,云南,2020-02-06,40
1019,云南,2020-02-07,39
1020,云南,2020-02-08,35
1021,云南,2020-02-09,36
1022,云南,2020-02-10,39
1023,云南,2020-02-11,40
1024,云南,2020-02-12,40
1025,云南,2020-02-13,40
1026,云南,2020-02-15,41
1027,云南,2020-02-16,43
1028,云南,2020-02-17,41
1029,云南,2020-02-18,39
1030,云南,2020-02-19,37
1031,云南,2020-02-20,29
1032,云南,2020-02-21,21
1033,云南,2020-02-24,17
1034,云南,2020-02-26,5
1035,云南,2020-03-02,1
1036,云南,2020-03-06,0
1037,浙江,2020-01-21,3
1038,浙江,2020-01-22,5
1039,浙江,2020-01-24,6
1040,浙江,2020-01-25,13
1041,浙江,2020-01-27,17
1042,浙江,2020-01-28,20
1043,浙江,2020-01-29,41
1044,浙江,2020-01-30,46
1045,浙江,2020-01-31,54
1046,浙江,2020-02-01,65
1047,浙江,2020-02-02,74
1048,浙江,2020-02-03,101
1049,浙江,2020-02-04,116
1050,浙江,2020-02-05,120
1051,浙江,2020-02-06,127
1052,浙江,2020-02-07,129
1053,浙江,2020-02-08,133
1054,浙江,2020-02-09,134
1055,浙江,2020-02-10,133
1056,浙江,2020-02-11,129
1057,浙江,2020-02-12,122
1058,浙江,2020-02-13,118
1059,浙江,2020-02-14,108
1060,浙江,2020-02-15,102
1061,浙江,2020-02-16,94
1062,浙江,2020-02-17,88
1063,浙江,2020-02-18,83
1064,浙江,2020-02-19,65
1065,浙江,2020-02-20,56
1066,浙江,2020-02-21,51
1067,浙江,2020-02-22,48
1068,浙江,2020-02-23,43
1069,浙江,2020-02-24,36
1070,浙江,2020-02-25,35
1071,浙江,2020-02-26,23
1072,浙江,2020-02-27,19
1073,浙江,2020-02-28,12
1074,浙江,2020-02-29,9
1075,浙江,2020-03-01,8
1076,浙江,2020-03-02,6
1077,浙江,2020-03-03,3
1078,浙江,2020-03-05,2
1079,浙江,2020-03-09,0
1080,江西,2020-01-21,1
1081,江西,2020-01-25,2
1082,江西,2020-01-27,1
1083,江西,2020-01-29,4
1084,江西,2020-01-30,7
1085,江西,2020-01-31,8
1086,江西,2020-02-01,14
1087,江西,2020-02-02,17
1088,江西,2020-02-03,19
1089,江西,2020-02-04,21
1090,江西,2020-02-05,22
1091,江西,2020-02-06,23
1092,江西,2020-02-09,24
1093,江西,2020-02-10,25
1094,江西,2020-02-11,27
1095,江西,2020-02-13,29
1096,江西,2020-02-14,28
1097,江西,2020-02-16,28
1098,江西,2020-02-17,27
1099,江西,2020-02-18,26
1100,江西,2020-02-19,24
1101,江西,2020-02-20,22
1102,江西,2020-02-22,20
1103,江西,2020-02-23,17
1104,江西,2020-02-25,15
1105,江西,2020-02-26,13
1106,江西,2020-02-27,10
1107,江西,2020-02-28,9
1108,江西,2020-02-29,8
1109,江西,2020-03-03,6
1110,江西,2020-03-04,0
1111,山东,2020-01-21,1
1112,山东,2020-01-22,3
1113,山东,2020-01-24,4
1114,山东,2020-01-25,6
1115,山东,2020-01-26,10
1116,山东,2020-01-27,13
1117,山东,2020-01-28,15
1118,山东,2020-01-29,17
1119,山东,2020-01-30,20
1120,山东,2020-02-01,21
1121,山东,2020-02-02,24
1122,山东,2020-02-03,28
1123,山东,2020-02-04,31
1124,山东,2020-02-05,38
1125,山东,2020-02-06,39
1126,山东,2020-02-07,41
1127,山东,2020-02-08,40
1128,山东,2020-02-09,41
1129,山东,2020-02-10,41
1130,山东,2020-02-11,40
1131,山东,2020-02-12,39
1132,山东,2020-02-13,37
1133,山东,2020-02-14,36
1134,山东,2020-02-15,34
1135,山东,2020-02-16,30
1136,山东,2020-02-17,31
1137,山东,2020-02-18,30
1138,山东,2020-02-19,29
1139,山东,2020-02-20,25
1140,山东,2020-02-21,24
1141,山东,2020-02-23,23
1142,山东,2020-02-24,21
1143,山东,2020-02-25,20
1144,山东,2020-02-26,17
1145,山东,2020-02-27,14
1146,山东,2020-02-28,11
1147,山东,2020-02-29,8
1148,山东,2020-03-01,2
1149,山东,2020-03-02,1
1150,山东,2020-03-11,1
1151,山东,2020-03-22,0
1152,山东,2020-04-07,2
1153,山东,2020-04-16,4
1154,山东,2020-05-05,3
1155,山东,2020-05-10,2
1156,山东,2020-05-15,0
1157,广东,2020-01-21,2
1158,广东,2020-01-23,3
1159,广东,2020-01-26,4
1160,广东,2020-02-01,5
1161,广东,2020-02-03,6
1162,广东,2020-02-04,5
1163,广东,2020-02-08,4
1164,广东,2020-02-10,4
1165,广东,2020-02-12,5
1166,广东,2020-02-14,7
1167,广东,2020-02-15,6
1168,广东,2020-02-18,5
1169,广东,2020-02-21,4
1170,广东,2020-02-25,3
1171,广东,2020-03-08,2
1172,台湾,2020-01-21,1
1173,台湾,2020-01-24,3
1174,台湾,2020-01-26,4
1175,台湾,2020-01-27,5
1176,台湾,2020-01-28,8
1177,台湾,2020-01-30,9
1178,台湾,2020-01-31,10
1179,台湾,2020-02-04,11
1180,台湾,2020-02-06,15
1181,台湾,2020-02-08,16
1182,台湾,2020-02-09,17
1183,台湾,2020-02-15,16
1184,台湾,2020-02-16,17
1185,台湾,2020-02-17,19
1186,台湾,2020-02-19,21
1187,台湾,2020-02-21,23
1188,台湾,2020-02-23,22
1189,台湾,2020-02-24,24
1190,台湾,2020-02-25,25
1191,台湾,2020-02-26,26
1192,台湾,2020-02-27,25
1193,台湾,2020-02-28,24
1194,台湾,2020-02-29,29
1195,台湾,2020-03-01,27
1196,台湾,2020-03-02,28
1197,台湾,2020-03-03,29
1198,台湾,2020-03-05,31
1199,台湾,2020-03-06,32
1200,台湾,2020-03-07,31
1201,台湾,2020-03-08,29
1202,台湾,2020-03-10,29
1203,台湾,2020-03-11,30
1204,台湾,2020-03-12,28
1205,台湾,2020-03-13,29
1206,台湾,2020-03-14,32
1207,台湾,2020-03-15,38
1208,台湾,2020-03-16,44
1209,台湾,2020-03-17,54
1210,台湾,2020-03-18,77
1211,台湾,2020-03-19,81
1212,台湾,2020-03-20,105
1213,台湾,2020-03-21,123
1214,台湾,2020-03-22,139
1215,台湾,2020-03-23,164
1216,台湾,2020-03-24,185
1217,台湾,2020-03-25,204
1218,台湾,2020-03-26,221
1219,台湾,2020-03-27,235
1220,台湾,2020-03-28,251
1221,台湾,2020-03-29,256
1222,台湾,2020-03-30,262
1223,台湾,2020-03-31,278
1224,台湾,2020-04-01,279
1225,台湾,2020-04-02,284
1226,台湾,2020-04-03,293
1227,台湾,2020-04-04,300
1228,台湾,2020-04-05,304
1229,台湾,2020-04-06,311
1230,台湾,2020-04-07,310
1231,台湾,2020-04-08,307
1232,台湾,2020-04-09,295
1233,台湾,2020-04-10,285
1234,台湾,2020-04-11,280
1235,台湾,2020-04-12,273
1236,台湾,2020-04-13,273
1237,台湾,2020-04-14,263
1238,台湾,2020-04-15,252
1239,台湾,2020-04-16,234
1240,台湾,2020-04-17,223
1241,台湾,2020-04-18,214
1242,台湾,2020-04-19,225
1243,台湾,2020-04-20,213
1244,台湾,2020-04-21,202
1245,台湾,2020-04-22,184
1246,台湾,2020-04-23,168
1247,台湾,2020-04-24,158
1248,台湾,2020-04-25,148
1249,台湾,2020-04-26,142
1250,台湾,2020-04-27,133
1251,台湾,2020-04-28,116
1252,台湾,2020-04-29,112
1253,台湾,2020-04-30,101
1254,台湾,2020-05-01,99
1255,台湾,2020-05-02,102
1256,台湾,2020-05-03,98
1257,台湾,2020-05-04,98
1258,台湾,2020-05-06,94
1259,台湾,2020-05-07,87
1260,台湾,2020-05-08,79
1261,台湾,2020-05-09,73
1262,台湾,2020-05-10,68
1263,台湾,2020-05-11,65
1264,台湾,2020-05-12,61
1265,台湾,2020-05-13,58
1266,台湾,2020-05-14,50
1267,台湾,2020-05-15,46
1268,台湾,2020-05-16,44
1269,台湾,2020-05-17,38
1270,台湾,2020-05-18,35
1271,台湾,2020-05-19,32
1272,台湾,2020-05-20,31
1273,台湾,2020-05-21,27
1274,台湾,2020-05-22,26
1275,台湾,2020-05-23,23
1276,台湾,2020-05-24,20
1277,台湾,2020-05-25,19
1278,台湾,2020-05-26,18
1279,台湾,2020-05-27,15
1280,台湾,2020-05-28,14
1281,台湾,2020-05-29,15
1282,台湾,2020-05-30,14
1283,台湾,2020-05-31,12
1284,台湾,2020-06-01,9
1285,台湾,2020-06-03,8
1286,台湾,2020-06-05,7
1287,台湾,2020-06-07,6
1288,台湾,2020-06-09,5
1289,台湾,2020-06-15,5
1290,台湾,2020-06-17,4
1291,台湾,2020-06-18,5
1292,台湾,2020-06-22,4
1293,台湾,2020-06-25,5
1294,北京,2020-01-21,1
1295,北京,2020-01-23,2
1296,北京,2020-01-24,3
1297,北京,2020-01-25,4
1298,北京,2020-01-26,6
1299,北京,2020-01-27,7
1300,北京,2020-01-29,8
1301,北京,2020-01-30,12
1302,北京,2020-01-31,13
1303,北京,2020-02-06,14
1304,北京,2020-02-07,15
1305,北京,2020-02-08,16
1306,北京,2020-02-10,17
1307,北京,2020-02-15,18
1308,北京,2020-02-19,19
1309,北京,2020-06-20,20
1310,重庆,2020-01-21,2
1311,重庆,2020-01-23,3
1312,重庆,2020-01-24,10
1313,重庆,2020-01-25,13
1314,重庆,2020-01-26,14
1315,重庆,2020-01-27,15
1316,重庆,2020-01-28,17
1317,重庆,2020-01-29,24
1318,重庆,2020-01-30,28
1319,重庆,2020-01-31,33
1320,重庆,2020-02-01,39
1321,重庆,2020-02-02,48
1322,重庆,2020-02-03,55
1323,重庆,2020-02-04,63
1324,重庆,2020-02-05,65
1325,重庆,2020-02-06,70
1326,重庆,2020-02-07,73
1327,重庆,2020-02-08,78
1328,重庆,2020-02-09,88
1329,重庆,2020-02-10,86
1330,重庆,2020-02-11,86
1331,重庆,2020-02-12,86
1332,重庆,2020-02-13,78
1333,重庆,2020-02-14,74
1334,重庆,2020-02-15,68
1335,重庆,2020-02-16,70
1336,重庆,2020-02-17,69
1337,重庆,2020-02-18,66
1338,重庆,2020-02-19,64
1339,重庆,2020-02-20,55
1340,重庆,2020-02-21,49
1341,重庆,2020-02-22,48
1342,重庆,2020-02-24,42
1343,重庆,2020-02-25,39
1344,重庆,2020-02-26,35
1345,重庆,2020-02-27,33
1346,重庆,2020-02-28,30
1347,重庆,2020-02-29,27
1348,重庆,2020-03-01,25
1349,重庆,2020-03-02,16
1350,重庆,2020-03-03,11
1351,重庆,2020-03-04,8
1352,重庆,2020-03-06,6
1353,重庆,2020-03-07,5
1354,重庆,2020-03-09,3
1355,重庆,2020-03-10,2
1356,重庆,2020-03-11,0
1357,山东,2020-01-21,1
1358,山东,2020-01-23,2
1359,山东,2020-01-24,3
1360,山东,2020-01-25,4
1361,山东,2020-01-26,7
1362,山东,2020-01-27,10
1363,山东,2020-01-28,11
1364,山东,2020-01-29,14
1365,山东,2020-01-30,19
1366,山东,2020-01-31,24
1367,山东,2020-02-01,22
1368,山东,2020-02-02,23
1369,山东,2020-02-04,25
1370,山东,2020-02-05,23
1371,山东,2020-02-06,25
1372,山东,2020-02-07,27
1373,山东,2020-02-08,26
1374,山东,2020-02-09,27
1375,山东,2020-02-10,29
1376,山东,2020-02-11,30
1377,山东,2020-02-12,29
1378,山东,2020-02-18,28
1379,山东,2020-02-19,27
1380,山东,2020-02-20,22
1381,山东,2020-02-21,18
1382,山东,2020-02-22,17
1383,山东,2020-02-23,16
1384,山东,2020-02-24,13
1385,山东,2020-02-25,11
1386,山东,2020-02-27,10
1387,山东,2020-02-29,7
1388,山东,2020-03-01,5
1389,山东,2020-03-02,4
1390,山东,2020-03-05,3
1391,山东,2020-03-10,2
1392,山东,2020-03-12,0
1393,重庆,2020-01-21,2
1394,重庆,2020-01-23,3
1395,重庆,2020-01-26,5
1396,重庆,2020-01-29,4
1397,重庆,2020-01-30,5
1398,重庆,2020-02-02,4
1399,重庆,2020-02-03,3
1400,重庆,2020-02-04,4
1401,重庆,2020-02-09,5
1402,重庆,2020-02-10,6
1403,重庆,2020-02-13,5
1404,重庆,2020-02-18,4
1405,重庆,2020-02-24,3
1406,重庆,2020-02-25,2
1407,重庆,2020-02-29,1
1408,重庆,2020-03-03,0
1409,北京,2020-01-21,1
1410,北京,2020-01-22,2
1411,北京,2020-01-23,3
1412,北京,2020-01-24,4
1413,北京,2020-01-25,5
1414,北京,2020-01-26,7
1415,北京,2020-01-27,8
1416,北京,2020-01-28,9
1417,北京,2020-01-29,12
1418,北京,2020-01-30,13
1419,北京,2020-01-31,17
1420,北京,2020-02-02,26
1421,北京,2020-02-03,28
1422,北京,2020-02-04,29
1423,北京,2020-02-05,34
1424,北京,2020-02-06,36
1425,北京,2020-02-07,37
1426,北京,2020-02-08,38
1427,北京,2020-02-09,39
1428,北京,2020-02-11,42
1429,北京,2020-02-12,45
1430,北京,2020-02-15,46
1431,北京,2020-02-17,47
1432,北京,2020-02-18,52
1433,北京,2020-02-19,53
1434,北京,2020-06-11,54
1435,北京,2020-06-13,55
1436,北京,2020-06-16,56
1437,北京,2020-06-18,57
1438,北京,2020-06-21,58
1439,北京,2020-06-22,59
1440,天津,2020-01-21,1
1441,天津,2020-01-28,2
1442,天津,2020-02-03,3
1443,天津,2020-02-06,4
1444,天津,2020-02-11,3
1445,天津,2020-02-12,2
1446,天津,2020-02-16,1
1447,天津,2020-02-18,0
1448,宁夏,2020-01-21,1
1449,宁夏,2020-01-25,2
1450,宁夏,2020-01-26,5
1451,宁夏,2020-01-27,7
1452,宁夏,2020-01-29,9
1453,宁夏,2020-01-30,11
1454,宁夏,2020-01-31,15
1455,宁夏,2020-02-01,16
1456,宁夏,2020-02-02,19
1457,宁夏,2020-02-03,19
1458,宁夏,2020-02-05,24
1459,宁夏,2020-02-06,26
1460,宁夏,2020-02-07,25
1461,宁夏,2020-02-08,23
1462,宁夏,2020-02-10,25
1463,宁夏,2020-02-11,21
1464,宁夏,2020-02-12,20
1465,宁夏,2020-02-14,18
1466,宁夏,2020-02-15,13
1467,宁夏,2020-02-17,11
1468,宁夏,2020-02-18,8
1469,宁夏,2020-02-20,6
1470,宁夏,2020-02-21,5
1471,宁夏,2020-02-23,4
1472,宁夏,2020-02-25,3
1473,宁夏,2020-02-27,1
1474,宁夏,2020-03-03,2
1475,宁夏,2020-03-14,1
1476,宁夏,2020-03-16,0
1477,湖南,2020-01-21,1
1478,湖南,2020-01-22,4
1479,湖南,2020-01-23,8
1480,湖南,2020-01-25,18
1481,湖南,2020-01-26,22
1482,湖南,2020-01-27,24
1483,湖南,2020-01-28,46
1484,湖南,2020-01-29,57
1485,湖南,2020-01-30,67
1486,湖南,2020-01-31,85
1487,湖南,2020-02-01,110
1488,湖南,2020-02-02,123
1489,湖南,2020-02-03,146
1490,湖南,2020-02-04,158
1491,湖南,2020-02-05,171
1492,湖南,2020-02-06,180
1493,湖南,2020-02-07,177
1494,湖南,2020-02-08,178
1495,湖南,2020-02-09,180
1496,湖南,2020-02-10,180
1497,湖南,2020-02-11,175
1498,湖南,2020-02-12,171
1499,湖南,2020-02-13,175
1500,湖南,2020-02-14,175
1501,湖南,2020-02-15,167
1502,湖南,2020-02-16,152
1503,湖南,2020-02-17,147
1504,湖南,2020-02-18,141
1505,湖南,2020-02-19,130
1506,湖南,2020-02-20,115
1507,湖南,2020-02-21,110
1508,湖南,2020-02-22,99
1509,湖南,2020-02-23,97
1510,湖南,2020-02-24,88
1511,湖南,2020-02-25,81
1512,湖南,2020-02-26,76
1513,湖南,2020-02-27,68
1514,湖南,2020-02-28,66
1515,湖南,2020-02-29,62
1516,湖南,2020-03-01,55
1517,湖南,2020-03-02,54
1518,湖南,2020-03-03,48
1519,湖南,2020-03-04,39
1520,湖南,2020-03-05,33
1521,湖南,2020-03-06,31
1522,湖南,2020-03-07,27
1523,湖南,2020-03-08,24
1524,湖南,2020-03-09,16
1525,湖南,2020-03-10,11
1526,湖南,2020-03-11,8
1527,湖南,2020-03-12,4
1528,湖南,2020-03-13,2
1529,湖南,2020-03-14,0
1530,重庆,2020-01-21,1
1531,重庆,2020-01-23,3
1532,重庆,2020-01-24,5
1533,重庆,2020-01-26,6
1534,重庆,2020-01-27,7
1535,重庆,2020-01-30,8
1536,重庆,2020-01-31,10
1537,重庆,2020-02-02,11
1538,重庆,2020-02-03,12
1539,重庆,2020-02-06,10
1540,重庆,2020-02-08,13
1541,重庆,2020-02-09,12
1542,重庆,2020-02-10,13
1543,重庆,2020-02-12,9
1544,重庆,2020-02-14,10
1545,重庆,2020-02-15,11
1546,重庆,2020-02-16,12
1547,重庆,2020-02-18,11
1548,重庆,2020-02-20,10
1549,重庆,2020-02-23,11
1550,重庆,2020-02-25,9
1551,重庆,2020-02-26,8
1552,重庆,2020-03-02,7
1553,重庆,2020-03-05,6
1554,重庆,2020-03-06,5
1555,重庆,2020-03-07,4
1556,重庆,2020-03-11,3
1557,重庆,2020-03-13,1
1558,重庆,2020-03-15,0
1559,河南,2020-01-21,1
1560,河南,2020-01-22,3
1561,河南,2020-01-23,5
1562,河南,2020-01-24,8
1563,河南,2020-01-25,20
1564,河南,2020-01-26,29
1565,河南,2020-01-27,37
1566,河南,2020-01-28,39
1567,河南,2020-01-29,44
1568,河南,2020-01-30,47
1569,河南,2020-01-31,53
1570,河南,2020-02-01,62
1571,河南,2020-02-02,66
1572,河南,2020-02-03,79
1573,河南,2020-02-04,81
1574,河南,2020-02-05,85
1575,河南,2020-02-06,85
1576,河南,2020-02-07,92
1577,河南,2020-02-08,96
1578,河南,2020-02-09,90
1579,河南,2020-02-10,92
1580,河南,2020-02-11,96
1581,河南,2020-02-12,97
1582,河南,2020-02-13,98
1583,河南,2020-02-14,97
1584,河南,2020-02-15,101
1585,河南,2020-02-16,104
1586,河南,2020-02-17,95
1587,河南,2020-02-18,97
1588,河南,2020-02-19,98
1589,河南,2020-03-10,84
1590,河南,2020-03-12,80
1591,河南,2020-03-13,75
1592,河南,2020-03-14,66
1593,澳门,2020-01-22,1
1594,澳门,2020-01-23,2
1595,澳门,2020-01-26,5
1596,澳门,2020-01-27,7
1597,澳门,2020-02-02,8
1598,澳门,2020-02-03,10
1599,澳门,2020-02-06,9
1600,澳门,2020-02-12,8
1601,澳门,2020-02-13,7
1602,澳门,2020-02-16,5
1603,澳门,2020-02-19,4
1604,澳门,2020-02-25,3
1605,澳门,2020-02-27,2
1606,澳门,2020-03-03,1
1607,澳门,2020-03-06,0
1608,澳门,2020-03-16,1
1609,澳门,2020-03-17,3
1610,澳门,2020-03-18,5
1611,澳门,2020-03-19,7
1612,澳门,2020-03-21,8
1613,澳门,2020-03-22,11
1614,澳门,2020-03-23,15
1615,澳门,2020-03-24,16
1616,澳门,2020-03-25,20
1617,澳门,2020-03-26,23
1618,澳门,2020-03-27,24
1619,澳门,2020-03-28,27
1620,澳门,2020-03-29,28
1621,澳门,2020-03-30,29
1622,澳门,2020-03-31,31
1623,澳门,2020-04-03,33
1624,澳门,2020-04-04,34
1625,澳门,2020-04-08,35
1626,澳门,2020-04-12,32
1627,澳门,2020-04-14,30
1628,澳门,2020-04-15,29
1629,澳门,2020-04-17,28
1630,澳门,2020-04-19,25
1631,澳门,2020-04-20,23
1632,澳门,2020-04-21,21
1633,澳门,2020-04-22,19
1634,澳门,2020-04-23,18
1635,澳门,2020-04-25,17
1636,澳门,2020-04-26,14
1637,澳门,2020-04-27,13
1638,澳门,2020-04-28,12
1639,澳门,2020-04-29,11
1640,澳门,2020-04-30,10
1641,澳门,2020-05-01,8
1642,澳门,2020-05-02,7
1643,澳门,2020-05-03,6
1644,澳门,2020-05-06,5
1645,澳门,2020-05-10,4
1646,澳门,2020-05-11,3
1647,澳门,2020-05-13,2
1648,澳门,2020-05-16,1
1649,澳门,2020-05-19,0
1650,甘肃,2020-01-22,1
1651,甘肃,2020-02-05,2
1652,甘肃,2020-02-06,4
1653,甘肃,2020-02-15,3
1654,甘肃,2020-02-20,2
1655,甘肃,2020-02-21,1
1656,甘肃,2020-02-27,0
1657,广西,2020-01-22,3
1658,广西,2020-01-23,6
1659,广西,2020-01-25,7
1660,广西,2020-01-26,9
1661,广西,2020-01-27,11
1662,广西,2020-01-28,13
1663,广西,2020-01-29,15
1664,广西,2020-01-30,17
1665,广西,2020-01-31,23
1666,广西,2020-02-02,26
1667,广西,2020-02-03,27
1668,广西,2020-02-04,27
1669,广西,2020-02-05,29
1670,广西,2020-02-06,28
1671,广西,2020-02-07,29
1672,广西,2020-02-08,30
1673,广西,2020-02-09,32
1674,广西,2020-02-10,32
1675,广西,2020-02-11,35
1676,广西,2020-02-12,34
1677,广西,2020-02-13,35
1678,广西,2020-02-14,35
1679,广西,2020-02-16,33
1680,广西,2020-02-17,33
1681,广西,2020-02-18,29
1682,广西,2020-02-24,22
1683,广西,2020-02-25,19
1684,广西,2020-02-26,14
1685,广西,2020-02-27,11
1686,广西,2020-02-28,10
1687,广西,2020-03-01,8
1688,广西,2020-03-02,6
1689,广西,2020-03-04,5
1690,广西,2020-03-07,4
1691,广西,2020-03-08,3
1692,广西,2020-03-11,2
1693,安徽,2020-01-22,1
1694,安徽,2020-01-24,4
1695,安徽,2020-01-25,6
1696,安徽,2020-01-27,8
1697,安徽,2020-01-28,15
1698,安徽,2020-01-29,19
1699,安徽,2020-01-31,24
1700,安徽,2020-02-01,28
1701,安徽,2020-02-02,37
1702,安徽,2020-02-03,46
1703,安徽,2020-02-04,56
